bhk,type,locality,region,area,price,price_unit,status,age,price_in_inr,price_per_sqft
3.0,Super built-up  Area,Shaniwar Peth,Shaniwar Peth,1610.0,90.0,L,Ready,Ready,9000000.0,5590.062111801242
2.0,Super built-up  Area,Shivaji Nagar,Shivaji Nagar,1140.0,43.0,L,Ready,Ready,4300000.0,3771.9298245614036
2.0,Super built-up  Area,Shukrawar Peth,Shukrawar Peth,1143.0,38.65,L,Ready,Ready,3865000.0,3381.4523184601926
4.0,Super built-up  Area,Sinhagad Road,Sinhagad Road,3467.86,249.0,L,Under Construction,Under Construction,24900000.0,7180.220654813054
3.0,Super built-up  Area,Somwar Peth,Somwar Peth,1530.0,74.4,L,Ready,Ready,7440000.000000001,4862.745098039216
2.0,Super built-up  Area,Swargate,Swargate,980.0,69.0,L,Ready,Ready,6900000.0,7040.816326530612
3.0,Super built-up  Area,Tilak Road,Tilak Road,1485.0,65.0,L,Ready,Ready,6500000.0,4377.104377104377
3.0,Plot  Area,Uruli Devachi,Uruli Devachi,1500.0,130.0,L,Under Construction,Under Construction,13000000.0,8666.666666666666
2.0,Super built-up  Area,Vadgaon Budruk,Vadgaon Budruk,1280.0,75.0,L,Under Construction,Under Construction,7500000.0,5859.375
2.0,Super built-up  Area,Wadgaon Sheri,Wadgaon Sheri,1265.0,85.0,L,Ready,Ready,8500000.0,6719.367588932806
2.0,Built-up  Area,Viman Nagar,Viman Nagar,1132.0,67.0,L,Under Construction,Under Construction,6700000.0,5918.727915194347
2.0,Super built-up  Area,Vishrant Wadi,Vishrant Wadi,1262.0,63.0,L,Ready,Ready,6300000.0,4992.076069730587
2.0,Super built-up  Area,Wagholi,Wagholi,940.0,49.0,L,Ready,Ready,4900000.0,5212.765957446809
3.0,Super built-up  Area,Wakadewadi,Wakadewadi,1515.0,88.0,L,Ready,Ready,8800000.0,5808.580858085808
3.0,Super built-up  Area,Wanowrie,Wanowrie,1300.0,150.0,L,Ready,Ready,15000000.0,11538.461538461539
3.0,Built-up  Area,Warje,Warje,1840.0,69.0,L,Ready,Ready,6900000.0,3750.0
2.0,Built-up  Area,Yerawada,Yerawada,890.0,45.0,L,Ready,Ready,4500000.0,5056.179775280899
3.0,Super built-up  Area,Alandi Road,Alandi Road,1655.0,86.06,L,Ready,Ready,8606000.0,5200.0
3.0,Super built-up  Area,Ambegaon Budruk,Ambegaon Budruk,2060.0,149.0,L,Ready,Ready,14900000.0,7233.0097087378645
3.0,Super built-up  Area,Anandnagar,Anandnagar,1730.0,96.0,L,Ready,Ready,9600000.0,5549.132947976878
3.0,Built-up  Area,Aundh,Aundh,2195.0,127.0,L,Ready,Ready,12700000.0,5785.876993166287
3.0,Super built-up  Area,Aundh Road,Aundh Road,1650.0,125.0,L,Under Construction,Under Construction,12500000.0,7575.757575757576
2.0,Plot  Area,Balaji Nagar,Balaji Nagar,1200.0,71.0,L,Ready,Ready,7100000.0,5916.666666666667
2.0,Super built-up  Area,Baner,Baner,1079.0,32.37,L,Under Construction,Under Construction,3236999.9999999995,2999.9999999999995
2.0,Super built-up  Area,Baner road,Baner road,1085.0,36.0,L,Under Construction,Under Construction,3600000.0,3317.9723502304146
7.0,Built-up  Area,Bhandarkar Road,Bhandarkar Road,5000.0,299.0,L,Ready,Ready,29900000.0,5980.0
2.0,Super built-up  Area,Bhavani Peth,Bhavani Peth,1075.0,51.5,L,Ready,Ready,5150000.0,4790.697674418605
2.0,Super built-up  Area,Bibvewadi,Bibvewadi,1380.0,80.0,L,Under Construction,Under Construction,8000000.0,5797.101449275362
3.0,Super built-up  Area,Bopodi,Bopodi,1450.0,65.0,L,Ready,Ready,6500000.0,4482.758620689655
2.0,Super built-up  Area,Budhwar Peth,Budhwar Peth,1200.0,78.0,L,Ready,Ready,7800000.0,6500.0
3.0,Super built-up  Area,Bund Garden Road,Bund Garden Road,3200.0,350.0,L,Ready,Ready,35000000.0,10937.5
3.0,Super built-up  Area,Camp,Camp,1639.0,98.32,L,Under Construction,Under Construction,9832000.0,5998.779743746187
2.0,Super built-up  Area,Chandan Nagar,Chandan Nagar,1200.0,54.0,L,Ready,Ready,5400000.0,4500.0
3.0,Super built-up  Area,Dapodi,Dapodi,1739.0,116.0,L,Under Construction,Under Construction,11600000.0,6670.500287521564
4.0,Built-up  Area,Deccan Gymkhana,Deccan Gymkhana,4346.0,500.0,L,Ready,Ready,50000000.0,11504.83202945237
2.0,Super built-up  Area,Dehu Road,Dehu Road,935.0,32.72,L,Under Construction,Under Construction,3272000.0,3499.4652406417113
1.0,Super built-up  Area,Dhankawadi,Dhankawadi,510.0,25.25,L,Under Construction,Under Construction,2525000.0,4950.980392156863
6.0,Plot  Area,Dhayari Phata,Dhayari Phata,1200.0,180.0,L,Ready,Ready,18000000.0,15000.0
2.0,Super built-up  Area,Dhole Patil Road,Dhole Patil Road,1178.0,47.0,L,Ready,Ready,4700000.0,3989.8132427843802
3.0,Built-up  Area,Erandwane,Erandwane,1375.0,50.0,L,Ready,Ready,5000000.0,3636.3636363636365
3.0,Super built-up  Area,Fatima Nagar,Fatima Nagar,1065.0,33.0,L,Ready,Ready,3300000.0,3098.5915492957747
3.0,Super built-up  Area,Fergusson College Road,Fergusson College Road,1450.0,50.75,L,Ready,Ready,5075000.0,3500.0
2.0,Built-up  Area,Ganesh Peth,Ganesh Peth,999.0,45.0,L,Ready,Ready,4500000.0,4504.504504504504
2.0,Super built-up  Area,Ganeshkhind,Ganeshkhind,4400.0,475.0,L,Ready,Ready,47500000.0,10795.454545454546
5.0,Plot  Area,Ghorpade Peth,Ghorpade Peth,1350.0,135.0,L,Ready,Ready,13500000.0,10000.0
2.0,Built-up  Area,Ghorpadi,Ghorpadi,1100.0,40.0,L,Ready,Ready,4000000.0,3636.3636363636365
3.0,Super built-up  Area,Gokhale Nagar,Gokhale Nagar,1835.0,155.0,L,Ready,Ready,15500000.0,8446.866485013625
4.0,Super built-up  Area,Gultekdi,Gultekdi,2090.0,95.1,L,Under Construction,Under Construction,9510000.0,4550.239234449761
3.0,Super built-up  Area,Guruwar peth,Guruwar peth,1519.0,93.0,L,Ready,Ready,9300000.0,6122.448979591837
3.0,Built-up  Area,Hadapsar,Hadapsar,1267.0,56.0,L,Ready,Ready,5600000.0,4419.889502762431
2.0,Super built-up  Area,Hadapsar Industrial Estate,Hadapsar Industrial Estate,1150.0,72.2,L,Ready,Ready,7220000.0,6278.260869565217
2.0,Super built-up  Area,Hingne Khurd,Hingne Khurd,1146.0,70.0,L,Under Construction,Under Construction,7000000.0,6108.202443280978
8.0,Plot  Area,Jangali Maharaj Road,Jangali Maharaj Road,1200.0,235.0,L,Under Construction,Under Construction,23500000.0,19583.333333333332
3.0,Built-up  Area,Kalyani Nagar,Kalyani Nagar,1550.0,65.0,L,Ready,Ready,6500000.0,4193.548387096775
2.0,Built-up  Area,Karve Nagar,Karve Nagar,850.0,18.5,L,Ready,Ready,1850000.0,2176.470588235294
3.0,Super built-up  Area,Karve Road,Karve Road,2200.0,187.0,L,Ready,Ready,18700000.0,8500.0
3.0,Built-up  Area,Kasba Peth,Kasba Peth,3329.0,330.0,L,Ready,Ready,33000000.0,9912.886752778611
1.0,Carpet  Area,Katraj,Katraj,785.0,55.0,L,Ready,Ready,5500000.0,7006.369426751592
3.0,Super built-up  Area,Khadaki,Khadaki,2900.0,300.0,L,Ready,Ready,30000000.0,10344.827586206897
3.0,Built-up  Area,Khadki,Khadki,1610.0,74.0,L,Ready,Ready,7400000.0,4596.273291925466
2.0,Super built-up  Area,Kharadi,Kharadi,921.0,40.0,L,Ready,Ready,4000000.0,4343.105320304017
3.0,Plot  Area,Kondhwa,Kondhwa,850.0,95.0,L,Ready,Ready,9500000.0,11176.470588235294
5.0,Built-up  Area,Kondhwa Budruk,Kondhwa Budruk,2700.0,158.0,L,Ready,Ready,15800000.0,5851.851851851852
3.0,Super built-up  Area,Kondhwa Khurd,Kondhwa Khurd,1700.0,110.0,L,Ready,Ready,11000000.0,6470.588235294118
2.0,Built-up  Area,Koregaon Park,Koregaon Park,1020.0,35.0,L,Ready,Ready,3500000.0,3431.372549019608
2.0,Super built-up  Area,Kothrud,Kothrud,1090.0,52.0,L,Ready,Ready,5200000.0,4770.642201834862
4.0,Plot  Area,Law College Road,Law College Road,3600.0,300.0,L,Ready,Ready,30000000.0,8333.333333333334
2.0,Super built-up  Area,Laxmi Road,Laxmi Road,1027.0,44.0,L,Ready,Ready,4400000.0,4284.323271665044
2.0,Super built-up  Area,Lulla Nagar,Lulla Nagar,1185.0,42.1,L,Ready,Ready,4210000.0,3552.7426160337554
2.0,Super built-up  Area,Mahatma Gandhi Road,Mahatma Gandhi Road,850.0,25.0,L,Ready,Ready,2500000.0,2941.176470588235
2.0,Built-up  Area,Mangalwar peth,Mangalwar peth,1197.0,84.0,L,Ready,Ready,8400000.0,7017.543859649123
4.0,Super built-up  Area,Manik Bagh,Manik Bagh,3500.0,450.0,L,Ready,Ready,45000000.0,12857.142857142857
2.0,Super built-up  Area,Market yard,Market yard,920.0,39.55,L,Ready,Ready,3954999.9999999995,4298.91304347826
2.0,Super built-up  Area,Mukund Nagar,Mukund Nagar,1105.0,65.0,L,Ready,Ready,6500000.0,5882.35294117647
3.0,Super built-up  Area,Mundhawa,Mundhawa,1850.0,100.0,L,Ready,Ready,10000000.0,5405.405405405405
3.0,Super built-up  Area,Nagar Road,Nagar Road,1300.0,64.0,L,Under Construction,Under Construction,6400000.0,4923.076923076923
3.0,Built-up  Area,Nana Peth,Nana Peth,1595.0,76.0,L,Ready,Ready,7600000.0,4764.8902821316615
4.0,Super built-up  Area,Narayan Peth,Narayan Peth,3073.0,696.0,L,Under Construction,Under Construction,69600000.0,22648.87731858119
2.0,Built-up  Area,Narayangaon,Narayangaon,755.0,37.49,L,Ready,Ready,3749000.0,4965.562913907284
5.0,Built-up  Area,Navi Peth,Navi Peth,4050.0,140.0,L,Ready,Ready,14000000.0,3456.7901234567903
3.0,Super built-up  Area,Padmavati,Padmavati,1300.0,69.0,L,Under Construction,Under Construction,6900000.0,5307.692307692308
2.0,Built-up  Area,Parvati Darshan,Parvati Darshan,1215.0,50.0,L,Ready,Ready,5000000.0,4115.22633744856
2.0,Super built-up  Area,Pashan,Pashan,900.0,46.0,L,Under Construction,Under Construction,4600000.0,5111.111111111111
2.0,Super built-up  Area,Paud Road,Paud Road,1145.0,58.4,L,Under Construction,Under Construction,5840000.0,5100.436681222707
2.0,Super built-up  Area,Pirangut,Pirangut,1093.0,65.0,L,Ready,Ready,6500000.0,5946.935041171088
3.0,Super built-up  Area,Prabhat Road,Prabhat Road,1213.0,41.39,L,Under Construction,Under Construction,4139000.0,3412.201154163232
3.0,Super built-up  Area,Pune Railway Station,Pune Railway Station,1654.0,100.0,L,Ready,Ready,10000000.0,6045.949214026602
2.0,Super built-up  Area,Rasta Peth,Rasta Peth,1105.0,52.48,L,Ready,Ready,5248000.0,4749.321266968326
3.0,Super built-up  Area,Raviwar Peth,Raviwar Peth,1611.0,66.0,L,Ready,Ready,6600000.0,4096.83426443203
2.0,Built-up  Area,Sadashiv Peth,Sadashiv Peth,1367.0,62.0,L,Ready,Ready,6200000.0,4535.479151426482
2.0,Super built-up  Area,Sahakar Nagar,Sahakar Nagar,1010.0,51.0,L,Ready,Ready,5100000.0,5049.504950495049
3.0,Plot  Area,Salunke Vihar,Salunke Vihar,750.0,75.0,L,Ready,Ready,7500000.0,10000.0
3.0,Carpet  Area,Sasson Road,Sasson Road,1535.0,95.0,L,Ready,Ready,9500000.0,6188.9250814332245
2.0,Super built-up  Area,Satara Road,Satara Road,620.0,22.0,L,Ready,Ready,2200000.0,3548.3870967741937
2.0,Built-up  Area,Senapati Bapat Road,Senapati Bapat Road,982.0,47.65,L,Ready,Ready,4765000.0,4852.34215885947
2.0,Super built-up  Area,Shaniwar Peth,Shaniwar Peth,1700.0,150.0,L,Ready,Ready,15000000.0,8823.529411764706
2.0,Super built-up  Area,Shivaji Nagar,Shivaji Nagar,1330.0,71.0,L,Under Construction,Under Construction,7100000.0,5338.345864661655
3.0,Built-up  Area,Shukrawar Peth,Shukrawar Peth,2500.0,135.0,L,Ready,Ready,13500000.0,5400.0
3.0,Super built-up  Area,Sinhagad Road,Sinhagad Road,1475.0,58.99,L,Ready,Ready,5899000.0,3999.322033898305
3.0,Super built-up  Area,Somwar Peth,Somwar Peth,1410.0,65.0,L,Ready,Ready,6500000.0,4609.929078014185
1.0,Super built-up  Area,Swargate,Swargate,440.0,16.5,L,Ready,Ready,1650000.0,3750.0
3.0,Super built-up  Area,Tilak Road,Tilak Road,1614.0,95.0,L,Ready,Ready,9500000.0,5885.9975216852545
2.0,Super built-up  Area,Uruli Devachi,Uruli Devachi,1363.0,68.0,L,Ready,Ready,6800000.0,4988.994864269993
2.0,Built-up  Area,Vadgaon Budruk,Vadgaon Budruk,650.0,28.0,L,Ready,Ready,2800000.0,4307.692307692308
2.0,Super built-up  Area,Wadgaon Sheri,Wadgaon Sheri,1015.0,45.0,L,Ready,Ready,4500000.0,4433.4975369458125
2.0,Super built-up  Area,Viman Nagar,Viman Nagar,1156.0,46.0,L,Ready,Ready,4600000.0,3979.2387543252594
2.0,Super built-up  Area,Vishrant Wadi,Vishrant Wadi,1100.0,62.7,L,Under Construction,Under Construction,6270000.0,5700.0
3.0,Super built-up  Area,Wagholi,Wagholi,1455.0,46.0,L,Under Construction,Under Construction,4600000.0,3161.512027491409
2.0,Super built-up  Area,Wakadewadi,Wakadewadi,930.0,45.0,L,Ready,Ready,4500000.0,4838.709677419355
3.0,Built-up  Area,Wanowrie,Wanowrie,1650.0,80.0,L,Ready,Ready,8000000.0,4848.484848484848
2.0,Built-up  Area,Warje,Warje,1200.0,90.0,L,Ready,Ready,9000000.0,7500.0
1.0,Plot  Area,Yerawada,Yerawada,700.0,150.0,L,Ready,Ready,15000000.0,21428.571428571428
4.0,Super built-up  Area,Alandi Road,Alandi Road,2900.0,135.0,L,Ready,Ready,13500000.0,4655.172413793103
3.0,Super built-up  Area,Ambegaon Budruk,Ambegaon Budruk,1890.0,127.0,L,Under Construction,Under Construction,12700000.0,6719.576719576719
3.0,Super built-up  Area,Anandnagar,Anandnagar,2197.0,280.0,L,Ready,Ready,28000000.0,12744.651797906236
3.0,Super built-up  Area,Aundh,Aundh,3522.0,380.0,L,Ready,Ready,38000000.0,10789.324247586599
3.0,Super built-up  Area,Aundh Road,Aundh Road,1240.0,46.0,L,Under Construction,Under Construction,4600000.0,3709.6774193548385
2.0,Built-up  Area,Balaji Nagar,Balaji Nagar,1440.0,98.0,L,Ready,Ready,9800000.0,6805.555555555556
1.0,Super built-up  Area,Baner,Baner,650.0,38.0,L,Ready,Ready,3800000.0,5846.153846153846
1.0,Super built-up  Area,Baner road,Baner road,764.0,32.0,L,Under Construction,Under Construction,3200000.0,4188.48167539267
5.0,Plot  Area,Bhandarkar Road,Bhandarkar Road,900.0,90.0,L,Ready,Ready,9000000.0,10000.0
3.0,Super built-up  Area,Bhavani Peth,Bhavani Peth,1693.0,57.39,L,Ready,Ready,5739000.0,3389.84051978736
3.0,Built-up  Area,Bibvewadi,Bibvewadi,1445.0,65.0,L,Ready,Ready,6500000.0,4498.269896193771
2.0,Super built-up  Area,Bopodi,Bopodi,900.0,45.0,L,Under Construction,Under Construction,4500000.0,5000.0
2.0,Super built-up  Area,Budhwar Peth,Budhwar Peth,1030.0,55.0,L,Ready,Ready,5500000.0,5339.805825242718
3.0,Super built-up  Area,Bund Garden Road,Bund Garden Road,1381.0,52.48,L,Ready,Ready,5248000.0,3800.1448225923245
2.0,Built-up  Area,Camp,Camp,1100.0,60.0,L,Ready,Ready,6000000.0,5454.545454545455
3.0,Super built-up  Area,Chandan Nagar,Chandan Nagar,1575.0,66.39,L,Ready,Ready,6639000.0,4215.238095238095
2.0,Plot  Area,Dapodi,Dapodi,1200.0,65.0,L,Ready,Ready,6500000.0,5416.666666666667
2.0,Super built-up  Area,Deccan Gymkhana,Deccan Gymkhana,1200.0,43.2,L,Ready,Ready,4320000.0,3600.0
2.0,Super built-up  Area,Dehu Road,Dehu Road,1080.0,80.0,L,Ready,Ready,8000000.0,7407.407407407408
5.0,Plot  Area,Dhankawadi,Dhankawadi,2280.0,200.0,L,Ready,Ready,20000000.0,8771.929824561403
3.0,Super built-up  Area,Dhayari Phata,Dhayari Phata,1360.0,85.0,L,Under Construction,Under Construction,8500000.0,6250.0
3.0,Super built-up  Area,Dhole Patil Road,Dhole Patil Road,1865.0,124.0,L,Under Construction,Under Construction,12400000.0,6648.793565683646
3.0,Super built-up  Area,Erandwane,Erandwane,1157.0,75.0,L,Under Construction,Under Construction,7500000.0,6482.281763180639
2.0,Super built-up  Area,Fatima Nagar,Fatima Nagar,674.0,29.0,L,Ready,Ready,2900000.0,4302.670623145401
3.0,Super built-up  Area,Fergusson College Road,Fergusson College Road,1405.0,78.0,L,Ready,Ready,7800000.0,5551.601423487545
2.0,Super built-up  Area,Ganesh Peth,Ganesh Peth,1160.0,44.08,L,Ready,Ready,4408000.0,3800.0
4.0,Plot  Area,Ganeshkhind,Ganeshkhind,1600.0,172.0,L,Ready,Ready,17200000.0,10750.0
3.0,Super built-up  Area,Ghorpade Peth,Ghorpade Peth,1790.0,127.0,L,Under Construction,Under Construction,12700000.0,7094.972067039106
2.0,Super built-up  Area,Ghorpadi,Ghorpadi,1128.0,65.65,L,Under Construction,Under Construction,6565000.000000001,5820.035460992909
2.0,Super built-up  Area,Gokhale Nagar,Gokhale Nagar,1180.0,70.0,L,Ready,Ready,7000000.0,5932.203389830508
3.0,Built-up  Area,Gultekdi,Gultekdi,1450.0,85.0,L,Ready,Ready,8500000.0,5862.068965517241
1.0,Built-up  Area,Guruwar peth,Guruwar peth,340.0,10.0,L,Under Construction,Under Construction,1000000.0,2941.176470588235
4.0,Built-up  Area,Hadapsar,Hadapsar,2000.0,166.0,L,Ready,Ready,16600000.0,8300.0
2.0,Super built-up  Area,Hadapsar Industrial Estate,Hadapsar Industrial Estate,1050.0,53.5,L,Ready,Ready,5350000.0,5095.238095238095
2.0,Super built-up  Area,Hingne Khurd,Hingne Khurd,1125.0,40.0,L,Ready,Ready,4000000.0,3555.5555555555557
2.0,Super built-up  Area,Jangali Maharaj Road,Jangali Maharaj Road,1246.0,68.0,L,Ready,Ready,6800000.0,5457.463884430176
2.0,Super built-up  Area,Kalyani Nagar,Kalyani Nagar,1372.0,61.0,L,Ready,Ready,6100000.0,4446.064139941691
3.0,Super built-up  Area,Karve Nagar,Karve Nagar,1330.0,56.0,L,Ready,Ready,5600000.0,4210.526315789473
3.0,Super built-up  Area,Karve Road,Karve Road,2465.0,234.0,L,Under Construction,Under Construction,23400000.0,9492.90060851927
2.0,Super built-up  Area,Kasba Peth,Kasba Peth,1300.0,55.0,L,Ready,Ready,5500000.0,4230.7692307692305
2.0,Plot  Area,Katraj,Katraj,1420.0,220.0,L,Ready,Ready,22000000.0,15492.957746478873
4.0,Plot  Area,Khadaki,Khadaki,810.0,50.0,L,Ready,Ready,5000000.0,6172.83950617284
2.0,Super built-up  Area,Khadki,Khadki,1065.0,35.0,L,Ready,Ready,3500000.0,3286.3849765258215
2.0,Built-up  Area,Kharadi,Kharadi,700.0,27.0,L,Ready,Ready,2700000.0,3857.1428571428573
2.0,Carpet  Area,Kondhwa,Kondhwa,687.325,42.72,L,Under Construction,Under Construction,4272000.0,6215.40028370858
2.0,Super built-up  Area,Kondhwa Budruk,Kondhwa Budruk,1050.0,45.0,L,Ready,Ready,4500000.0,4285.714285714285
3.0,Super built-up  Area,Kondhwa Khurd,Kondhwa Khurd,1250.0,39.5,L,Under Construction,Under Construction,3950000.0,3160.0
2.0,Built-up  Area,Koregaon Park,Koregaon Park,865.0,42.0,L,Ready,Ready,4200000.0,4855.491329479769
2.0,Super built-up  Area,Kothrud,Kothrud,1200.0,44.0,L,Ready,Ready,4400000.0,3666.6666666666665
3.0,Built-up  Area,Law College Road,Law College Road,1756.0,100.0,L,Ready,Ready,10000000.0,5694.760820045558
9.0,Plot  Area,Laxmi Road,Laxmi Road,750.0,150.0,L,Ready,Ready,15000000.0,20000.0
1.0,Super built-up  Area,Lulla Nagar,Lulla Nagar,628.0,24.0,L,Ready,Ready,2400000.0,3821.6560509554142
7.0,Plot  Area,Mahatma Gandhi Road,Mahatma Gandhi Road,1200.0,195.0,L,Ready,Ready,19500000.0,16250.0
2.0,Super built-up  Area,Mangalwar peth,Mangalwar peth,1207.0,63.0,L,Ready,Ready,6300000.0,5219.552609776305
3.0,Super built-up  Area,Manik Bagh,Manik Bagh,1765.0,125.0,L,Ready,Ready,12500000.0,7082.152974504249
2.0,Built-up  Area,Market yard,Market yard,1130.0,32.64,L,Under Construction,Under Construction,3264000.0,2888.495575221239
3.0,Super built-up  Area,Model colony,Model colony,1532.0,92.0,L,Under Construction,Under Construction,9200000.0,6005.221932114882
3.0,Built-up  Area,Mukund Nagar,Mukund Nagar,1650.0,110.0,L,Ready,Ready,11000000.0,6666.666666666667
4.0,Built-up  Area,Mundhawa,Mundhawa,1200.0,105.0,L,Under Construction,Under Construction,10500000.0,8750.0
2.0,Carpet  Area,Nagar Road,Nagar Road,804.1,69.09,L,Under Construction,Under Construction,6909000.0,8592.214898644446
2.0,Super built-up  Area,Nana Peth,Nana Peth,1200.0,75.0,L,Under Construction,Under Construction,7500000.0,6250.0
2.0,Super built-up  Area,Narayan Peth,Narayan Peth,1197.0,50.0,L,Ready,Ready,5000000.0,4177.109440267335
2.0,Built-up  Area,Narayangaon,Narayangaon,1200.0,66.0,L,Ready,Ready,6600000.0,5500.0
3.0,Super built-up  Area,Navi Peth,Navi Peth,1385.0,48.48,L,Ready,Ready,4848000.0,3500.361010830325
2.0,Super built-up  Area,Padmavati,Padmavati,1010.0,148.0,L,Ready,Ready,14800000.0,14653.465346534653
3.0,Super built-up  Area,Parvati Darshan,Parvati Darshan,2225.0,115.0,L,Ready,Ready,11500000.0,5168.539325842697
2.0,Super built-up  Area,Pashan,Pashan,1180.0,48.0,L,Ready,Ready,4800000.0,4067.7966101694915
3.0,Super built-up  Area,Paud Road,Paud Road,1525.0,122.0,L,Ready,Ready,12200000.0,8000.0
2.0,Super built-up  Area,Pirangut,Pirangut,1100.0,31.5,L,Ready,Ready,3150000.0,2863.6363636363635
3.0,Super built-up  Area,Prabhat Road,Prabhat Road,1435.0,70.0,L,Ready,Ready,7000000.0,4878.048780487805
1.0,Built-up  Area,Pune Railway Station,Pune Railway Station,400.0,14.0,L,Ready,Ready,1400000.0,3500.0
2.0,Super built-up  Area,Rasta Peth,Rasta Peth,1200.0,50.0,L,Ready,Ready,5000000.0,4166.666666666667
2.0,Super built-up  Area,Raviwar Peth,Raviwar Peth,1272.0,95.05,L,Under Construction,Under Construction,9505000.0,7472.4842767295595
2.0,Super built-up  Area,Sadashiv Peth,Sadashiv Peth,1205.0,39.0,L,Ready,Ready,3900000.0,3236.514522821577
2.0,Built-up  Area,Sahakar Nagar,Sahakar Nagar,980.0,40.0,L,Ready,Ready,4000000.0,4081.6326530612246
2.0,Super built-up  Area,Salunke Vihar,Salunke Vihar,1225.0,46.86,L,Under Construction,Under Construction,4686000.0,3825.3061224489797
3.0,Built-up  Area,Sasson Road,Sasson Road,1541.0,72.0,L,Ready,Ready,7200000.0,4672.290720311486
3.0,Super built-up  Area,Satara Road,Satara Road,1610.0,111.0,L,Ready,Ready,11100000.0,6894.409937888198
2.0,Super built-up  Area,Senapati Bapat Road,Senapati Bapat Road,1694.0,125.0,L,Ready,Ready,12500000.0,7378.984651711924
3.0,Plot  Area,Shaniwar Peth,Shaniwar Peth,600.0,75.0,L,Ready,Ready,7500000.0,12500.0
2.0,Super built-up  Area,Shivaji Nagar,Shivaji Nagar,950.0,39.0,L,Ready,Ready,3900000.0,4105.263157894737
3.0,Super built-up  Area,Shukrawar Peth,Shukrawar Peth,1560.0,66.0,L,Ready,Ready,6600000.0,4230.7692307692305
2.0,Super built-up  Area,Sinhagad Road,Sinhagad Road,1201.0,27.0,L,Ready,Ready,2700000.0,2248.1265611990007
2.0,Plot  Area,Somwar Peth,Somwar Peth,1500.0,60.0,L,Ready,Ready,6000000.0,4000.0
3.0,Super built-up  Area,Swargate,Swargate,1785.0,75.0,L,Ready,Ready,7500000.0,4201.680672268908
2.0,Built-up  Area,Tilak Road,Tilak Road,1258.0,63.53,L,Ready,Ready,6353000.0,5050.079491255962
2.0,Super built-up  Area,Uruli Devachi,Uruli Devachi,910.0,42.0,L,Ready,Ready,4200000.0,4615.384615384615
2.0,Super built-up  Area,Vadgaon Budruk,Vadgaon Budruk,1297.0,112.0,L,Ready,Ready,11200000.0,8635.312259059368
2.0,Super built-up  Area,Wadgaon Sheri,Wadgaon Sheri,1291.0,49.0,L,Ready,Ready,4900000.0,3795.5073586367157
2.0,Built-up  Area,Viman Nagar,Viman Nagar,1070.0,42.0,L,Ready,Ready,4200000.0,3925.233644859813
2.0,Super built-up  Area,Vishrant Wadi,Vishrant Wadi,1012.0,66.5,L,Ready,Ready,6650000.0,6571.146245059289
2.0,Super built-up  Area,Wagholi,Wagholi,1260.0,57.6,L,Ready,Ready,5760000.0,4571.428571428572
2.0,Super built-up  Area,Wakadewadi,Wakadewadi,1282.0,72.0,L,Ready,Ready,7200000.0,5616.224648985959
3.0,Super built-up  Area,Wanowrie,Wanowrie,1843.0,92.15,L,Ready,Ready,9215000.0,5000.0
4.0,Plot  Area,Warje,Warje,2400.0,200.0,L,Ready,Ready,20000000.0,8333.333333333334
5.0,Built-up  Area,Yerawada,Yerawada,3356.0,105.0,L,Ready,Ready,10500000.0,3128.7246722288437
4.0,Super built-up  Area,Alandi Road,Alandi Road,2790.0,198.0,L,Under Construction,Under Construction,19800000.0,7096.774193548387
2.0,Super built-up  Area,Ambegaon Budruk,Ambegaon Budruk,1330.0,86.98,L,Ready,Ready,8698000.0,6539.849624060151
3.0,Super built-up  Area,Anandnagar,Anandnagar,1400.0,73.0,L,Ready,Ready,7300000.0,5214.285714285715
2.0,Built-up  Area,Aundh,Aundh,1192.0,71.0,L,Under Construction,Under Construction,7100000.0,5956.375838926175
2.0,Built-up  Area,Aundh Road,Aundh Road,1000.0,130.0,L,Ready,Ready,13000000.0,13000.0
2.0,Super built-up  Area,Balaji Nagar,Balaji Nagar,1297.0,103.0,L,Ready,Ready,10300000.0,7941.403238242097
1.0,Super built-up  Area,Baner,Baner,615.0,17.835,L,Under Construction,Under Construction,1783500.0,2900.0
3.0,Super built-up  Area,Baner road,Baner road,1490.0,100.0,L,Under Construction,Under Construction,10000000.0,6711.4093959731545
3.0,Super built-up  Area,Bhandarkar Road,Bhandarkar Road,1373.0,72.0,L,Ready,Ready,7200000.0,5243.991260014566
2.0,Super built-up  Area,Bhavani Peth,Bhavani Peth,1035.0,41.39,L,Ready,Ready,4139000.0,3999.0338164251207
4.0,Plot  Area,Bibvewadi,Bibvewadi,3750.0,210.0,L,Ready,Ready,21000000.0,5600.0
2.0,Super built-up  Area,Bopodi,Bopodi,1010.0,40.39,L,Ready,Ready,4039000.0,3999.009900990099
2.0,Built-up  Area,Budhwar Peth,Budhwar Peth,1195.0,42.0,L,Ready,Ready,4200000.0,3514.644351464435
3.0,Super built-up  Area,Bund Garden Road,Bund Garden Road,1750.0,95.0,L,Ready,Ready,9500000.0,5428.571428571428
2.0,Super built-up  Area,Camp,Camp,1052.0,50.0,L,Ready,Ready,5000000.0,4752.851711026616
2.0,Super built-up  Area,Chandan Nagar,Chandan Nagar,1180.0,58.0,L,Ready,Ready,5800000.0,4915.254237288135
5.0,Built-up  Area,Dapodi,Dapodi,3680.0,440.0,L,Ready,Ready,44000000.0,11956.521739130434
