bhk,type,locality,region,area,price,price_unit,status,age,price_in_inr,price_per_sqft
3.0,Super built-up  Area,Bannerghatta Road,Bannerghatta Road,1344.0,42.0,L,Ready,Unknown,4200000.0,3125.0
3.0,Super built-up  Area,Bannerghatta Road,Bannerghatta Road,1893.0,100.0,L,Ready,Unknown,10000000.0,5282.620179609086
3.0,Super built-up  Area,Chandapura,Chandapura,1107.0,43.0,L,Ready,Unknown,4300000.0,3884.3721770551037
9.0,Plot  Area,R.T. Nagar,R.T. Nagar,1200.0,180.0,L,Ready,Unknown,18000000.0,15000.0
2.0,Super built-up  Area,Lakshminarayana Pura,Lakshminarayana Pura,1190.0,75.0,L,Ready,Unknown,7500000.0,6302.5210084033615
2.0,Built-up  Area,Whitefield,Whitefield,1000.0,35.0,L,Ready,Unknown,3500000.0,3500.0
2.0,Plot  Area,Kalhalli,Kalhalli,2400.0,160.0,L,Ready,Unknown,16000000.0,6666.666666666667
2.0,Super built-up  Area,Kumaraswami Layout,Kumaraswami Layout,1000.0,48.5,L,Ready,Unknown,4850000.0,4850.0
3.0,Super built-up  Area,Jalahalli,Jalahalli,2113.0,155.0,L,Ready,Unknown,15500000.0,7335.541883577851
2.0,Built-up  Area,KR Puram,KR Puram,1100.0,46.0,L,Ready,Unknown,4600000.0,4181.818181818182
5.0,Plot  Area,Sector 2 HSR Layout,Sector 2 HSR Layout,1200.0,160.0,L,Ready,Unknown,16000000.0,13333.333333333334
4.0,Super built-up  Area,Harlur,Harlur,1884.0,120.0,L,Ready,Unknown,12000000.0,6369.426751592357
2.0,Super built-up  Area,Electronic City,Electronic City,1110.0,40.0,L,Ready,Unknown,4000000.0,3603.6036036036035
2.0,Super built-up  Area,Kudlu,Kudlu,1027.0,43.0,L,Ready,Unknown,4300000.0,4186.952288218111
3.0,Super built-up  Area,Tavarekere,Tavarekere,1250.0,40.0,L,Under Construction,New,4000000.0,3200.0
3.0,Built-up  Area,Sarjapur  Road,Sarjapur  Road,1470.0,62.0,L,Ready,Unknown,6200000.0,4217.687074829932
2.0,Built-up  Area,Kamakshipalya,Kamakshipalya,1150.0,75.0,L,Under Construction,New,7500000.0,6521.739130434783
3.0,Plot  Area,Hadosiddapura,Hadosiddapura,1200.0,165.0,L,Ready,Unknown,16500000.0,13750.0
1.0,Super built-up  Area,Kudlu Gate,Kudlu Gate,703.0,52.0,L,Under Construction,New,5200000.0,7396.870554765292
3.0,Super built-up  Area,Vijaya Bank Colony,Vijaya Bank Colony,1400.0,62.0,L,Ready,Unknown,6200000.0,4428.571428571428
2.0,Super built-up  Area,Bellandur,Bellandur,1195.0,51.0,L,Ready,Unknown,5100000.0,4267.782426778243
2.0,Super built-up  Area,Narayanapura,Narayanapura,1302.0,69.1,L,Ready,Unknown,6909999.999999999,5307.219662058371
3.0,Super built-up  Area,Begur Road,Begur Road,1583.0,74.4,L,Under Construction,New,7440000.000000001,4699.936828806065
3.0,Super built-up  Area,Kumarapalli,Kumarapalli,1488.0,60.0,L,Ready,Unknown,6000000.0,4032.2580645161293
4.0,Plot  Area,Lakshmi Layout,Lakshmi Layout,600.0,85.0,L,Ready,Unknown,8500000.0,14166.666666666666
3.0,Super built-up  Area,Kammasandra,Kammasandra,1385.0,34.63,L,Under Construction,New,3463000.0000000005,2500.361010830325
4.0,Super built-up  Area,Whitefield,Whitefield,3262.0,260.0,L,Ready,Unknown,26000000.0,7970.570202329859
3.0,Built-up  Area,Electronic City,Electronic City,1600.0,104.0,L,Under Construction,New,10400000.0,6500.0
2.0,Super built-up  Area,Old Airport Road,Old Airport Road,1150.0,90.0,L,Ready,Unknown,9000000.0,7826.086956521739
9.0,Plot  Area,Lakkasandra,Lakkasandra,4500.0,166.0,L,Ready,Unknown,16600000.0,3688.8888888888887
2.0,Super built-up  Area,Sarjapur  Road,Sarjapur  Road,1263.0,78.0,L,Ready,Unknown,7800000.0,6175.771971496437
7.0,Plot  Area,KR Puram,KR Puram,1200.0,110.0,L,Ready,Unknown,11000000.0,9166.666666666666
2.0,Super built-up  Area,Kanakpura Road,Kanakpura Road,1299.0,85.0,L,Under Construction,New,8500000.0,6543.4949961508855
2.0,Super built-up  Area,Banashankari,Banashankari,1330.0,78.0,L,Ready,Unknown,7800000.0,5864.661654135339
3.0,Super built-up  Area,Devanahalli,Devanahalli,1282.0,52.43,L,Under Construction,New,5243000.0,4089.703588143526
3.0,Built-up  Area,"JP Nagar 8th Phase, ","JP Nagar 8th Phase, ",1853.0,82.0,L,Ready,Unknown,8200000.0,4425.256341068538
2.0,Super built-up  Area,Kachanayakanahalli,Kachanayakanahalli,861.0,35.0,L,Ready,Unknown,3500000.0,4065.040650406504
3.0,Built-up  Area,Bannerghatta Road,Bannerghatta Road,1600.0,95.0,L,Ready,Unknown,9500000.0,5937.5
2.0,Built-up  Area,Nagaraja Garden,Nagaraja Garden,1256.0,62.8,L,Ready,Unknown,6280000.0,5000.0
3.0,Super built-up  Area,Tejaswini Nagar,Tejaswini Nagar,1390.0,80.0,L,Ready,Unknown,8000000.0,5755.395683453237
3.0,Super built-up  Area,Ashwath Nagar,Ashwath Nagar,1550.0,90.0,L,Ready,Unknown,9000000.0,5806.451612903225
11.0,Plot  Area,1 Annasandrapalya,1 Annasandrapalya,1200.0,150.0,L,Ready,Unknown,15000000.0,12500.0
2.0,Built-up  Area,Hebbal,Hebbal,919.0,49.0,L,Ready,Unknown,4900000.0,5331.882480957563
3.0,Plot  Area,Margondanahalli,Margondanahalli,1625.0,80.0,L,Under Construction,New,8000000.0,4923.076923076923
2.0,Super built-up  Area,Gunjur,Gunjur,1195.0,44.0,L,Ready,Unknown,4400000.0,3682.0083682008367
6.0,Super built-up  Area,Domlur,Domlur,2400.0,600.0,L,Ready,Unknown,60000000.0,25000.0
2.0,Super built-up  Area,Yelenahalli,Yelenahalli,1159.0,60.0,L,Ready,Unknown,6000000.0,5176.8766177739435
3.0,Super built-up  Area,Whitefield,Whitefield,1386.0,57.46,L,Under Construction,New,5746000.0,4145.743145743146
2.0,Super built-up  Area,Harlur,Harlur,1197.0,79.0,L,Ready,Unknown,7900000.0,6599.832915622389
4.0,Super built-up  Area,Old Airport Road,Old Airport Road,2690.0,191.0,L,Under Construction,New,19100000.0,7100.371747211896
4.0,Super built-up  Area,Jigani,Jigani,4303.5,226.0,L,Ready,Unknown,22600000.0,5251.539444638085
3.0,Super built-up  Area,Bommasandra,Bommasandra,1295.0,50.28,L,Under Construction,New,5028000.0,3882.6254826254826
3.0,Built-up  Area,Huskur,Huskur,1310.0,37.83,L,Under Construction,New,3783000.0,2887.7862595419847
2.0,Super built-up  Area,Whitefield,Whitefield,1132.0,79.28,L,Under Construction,New,7928000.0,7003.533568904593
3.0,Built-up  Area,6th block Koramangala,6th block Koramangala,2350.0,400.0,L,Ready,Unknown,40000000.0,17021.27659574468
4.0,Plot  Area,4th Block Koramangala,4th Block Koramangala,2400.0,500.0,L,Ready,Unknown,50000000.0,20833.333333333332
3.0,Super built-up  Area,Hebbal,Hebbal,1645.0,135.0,L,Under Construction,New,13500000.0,8206.686930091186
2.0,Super built-up  Area,Whitefield,Whitefield,1200.0,45.84,L,Under Construction,New,4584000.0,3820.0
4.0,Plot  Area,Whitefield,Whitefield,3000.0,330.0,L,Ready,Unknown,33000000.0,11000.0
3.0,Super built-up  Area,Marathahalli,Marathahalli,1937.0,140.0,L,Ready,Unknown,14000000.0,7227.671657201859
2.0,Super built-up  Area,Doddathoguru,Doddathoguru,1015.0,33.5,L,Ready,Unknown,3350000.0,3300.4926108374384
2.0,Super built-up  Area,Nagadevanahalli,Nagadevanahalli,1080.0,39.0,L,Ready,Unknown,3900000.0,3611.1111111111113
3.0,Super built-up  Area,Kathriguppe,Kathriguppe,1350.0,80.99,L,Ready,Unknown,8098999.999999999,5999.259259259258
3.0,Super built-up  Area,Kengeri Satellite Town,Kengeri Satellite Town,1149.0,29.0,L,Under Construction,New,2900000.0,2523.933855526545
2.0,Super built-up  Area,Kothanur,Kothanur,1185.0,59.0,L,Ready,Unknown,5900000.0,4978.9029535864975
3.0,Super built-up  Area,Domlur,Domlur,1720.0,135.0,L,Ready,Unknown,13500000.0,7848.837209302325
3.0,Super built-up  Area,Hebbal,Hebbal,2080.0,175.0,L,Ready,Unknown,17500000.0,8413.461538461539
3.0,Plot  Area,Tindlu,Tindlu,1500.0,87.0,L,Ready,Unknown,8700000.0,5800.0
3.0,Super built-up  Area,Yelahanka,Yelahanka,1566.0,97.0,L,Ready,Unknown,9700000.0,6194.125159642401
3.0,Super built-up  Area,Rajaji Nagar,Rajaji Nagar,2386.0,334.0,L,Ready,Unknown,33400000.0,13998.323554065382
4.0,Plot  Area,KSRTC Layout,KSRTC Layout,1500.0,110.0,L,Ready,Unknown,11000000.0,7333.333333333333
2.0,Super built-up  Area,KR Puram,KR Puram,1290.0,49.02,L,Ready,Unknown,4902000.0,3800.0
3.0,Built-up  Area,"JP nagar 9th Phase, ","JP nagar 9th Phase, ",1531.0,72.0,L,Under Construction,New,7200000.0,4702.808621815807
3.0,Super built-up  Area,Keshava Nagar,Keshava Nagar,1839.0,165.0,L,Ready,Unknown,16500000.0,8972.26753670473
4.0,Plot  Area,Dollars Layout,Dollars Layout,4200.0,760.0,L,Ready,Unknown,76000000.0,18095.238095238095
3.0,Super built-up  Area,Electronic City Phase II,Electronic City Phase II,1400.0,40.43,L,Under Construction,New,4043000.0,2887.8571428571427
2.0,Super built-up  Area,Electronic City,Electronic City,550.0,15.0,L,Ready,Unknown,1500000.0,2727.2727272727275
2.0,Super built-up  Area,Whitefield,Whitefield,1140.0,39.0,L,Ready,Unknown,3900000.0,3421.0526315789475
3.0,Super built-up  Area,Tumkur Road,Tumkur Road,1343.5,57.76,L,Under Construction,New,5776000.0,4299.218459248233
4.0,Built-up  Area,Banashankari Stage III,Banashankari Stage III,2000.0,100.0,L,Ready,Unknown,10000000.0,5000.0
2.0,Built-up  Area,Kaval Byrasandra,Kaval Byrasandra,1100.0,46.0,L,Ready,Unknown,4600000.0,4181.818181818182
2.0,Built-up  Area,Vignana Nagar,Vignana Nagar,1200.0,55.0,L,Ready,Unknown,5500000.0,4583.333333333333
3.0,Super built-up  Area,Bannerghatta,Bannerghatta,1618.0,68.0,L,Under Construction,New,6800000.0,4202.719406674907
4.0,Super built-up  Area,Whitefield,Whitefield,2830.0,160.0,L,Under Construction,New,16000000.0,5653.7102473498235
3.0,Super built-up  Area,Uttarahalli,Uttarahalli,1315.0,74.0,L,Ready,Unknown,7400000.0,5627.376425855513
2.0,Super built-up  Area,Anandapura,Anandapura,1141.0,42.75,L,Ready,Unknown,4275000.0,3746.7134092900965
2.0,Super built-up  Area,AECS Layout,AECS Layout,1080.0,55.0,L,Ready,Unknown,5500000.0,5092.592592592592
2.0,Super built-up  Area,HBR Layout,HBR Layout,1200.0,60.0,L,Ready,Unknown,6000000.0,5000.0
2.0,Super built-up  Area,Varthur,Varthur,1111.0,41.88,L,Ready,Unknown,4188000.0000000005,3769.57695769577
2.0,Super built-up  Area,NGR Layout,NGR Layout,1022.0,45.9,L,Ready,Unknown,4590000.0,4491.19373776908
2.0,Super built-up  Area,Bannerghatta Road,Bannerghatta Road,1275.0,65.0,L,Ready,Unknown,6500000.0,5098.0392156862745
2.0,Super built-up  Area,4th Block Jayanagar,4th Block Jayanagar,900.0,70.0,L,Ready,Unknown,7000000.0,7777.777777777777
2.0,Super built-up  Area,Rachenahalli,Rachenahalli,1224.0,39.2,L,Ready,Unknown,3920000.0000000005,3202.614379084968
2.0,Super built-up  Area,Battarahalli,Battarahalli,1135.0,43.0,L,Ready,Unknown,4300000.0,3788.546255506608
2.0,Super built-up  Area,Rachenahalli,Rachenahalli,1050.0,52.1,L,Ready,Unknown,5210000.0,4961.9047619047615
3.0,Super built-up  Area,Kudlu Gate,Kudlu Gate,1535.0,86.0,L,Ready,Unknown,8600000.0,5602.605863192182
2.0,Super built-up  Area,Nagavarapalya,Nagavarapalya,1392.0,130.0,L,Under Construction,New,13000000.0,9339.080459770115
2.0,Super built-up  Area,Bellandur,Bellandur,1050.0,72.0,L,Ready,Unknown,7200000.0,6857.142857142857
3.0,Super built-up  Area,Hosa Road,Hosa Road,1513.0,103.0,L,Under Construction,New,10300000.0,6807.666886979511
3.0,Super built-up  Area,Gottigere,Gottigere,1621.0,72.0,L,Ready,Unknown,7200000.0,4441.702652683529
2.0,Super built-up  Area,Bannerghatta Road,Bannerghatta Road,892.0,39.0,L,Ready,Unknown,3900000.0,4372.197309417041
2.0,Super built-up  Area,Whitefield,Whitefield,1205.0,40.0,L,Ready,Unknown,4000000.0,3319.5020746887967
3.0,Super built-up  Area,Hebbal,Hebbal,1355.0,83.87,L,Under Construction,New,8387000.0,6189.667896678967
5.0,Plot  Area,2nd Block Hrbr Layout,2nd Block Hrbr Layout,1250.0,300.0,L,Ready,Unknown,30000000.0,24000.0
7.0,Plot  Area,Kuvempu Nagar,Kuvempu Nagar,1650.0,345.0,L,Ready,Unknown,34500000.0,20909.090909090908
4.0,Super built-up  Area,Karnataka Shabarimala,Karnataka Shabarimala,1200.0,70.0,L,Ready,Unknown,7000000.0,5833.333333333333
2.0,Super built-up  Area,Indira Nagar,Indira Nagar,1400.0,168.0,L,Ready,Unknown,16800000.0,12000.0
2.0,Super built-up  Area,Kengeri,Kengeri,726.0,35.0,L,Under Construction,New,3500000.0,4820.936639118458
3.0,Plot  Area,Singena Agrahara,Singena Agrahara,1500.0,149.0,L,Ready,Unknown,14900000.0,9933.333333333334
4.0,Super built-up  Area,Hebbal,Hebbal,3895.0,405.0,L,Ready,Unknown,40500000.0,10397.946084724004
2.0,Super built-up  Area,Horamavu Agara,Horamavu Agara,1079.0,41.0,L,Under Construction,New,4100000.0,3799.8146431881373
2.0,Super built-up  Area,Begur Road,Begur Road,1170.0,46.0,L,Ready,Unknown,4600000.0,3931.6239316239316
2.0,Super built-up  Area,Doddathoguru,Doddathoguru,1104.0,39.0,L,Ready,Unknown,3900000.0,3532.608695652174
2.0,Super built-up  Area,Kanakpura Road,Kanakpura Road,950.0,45.0,L,Ready,Unknown,4500000.0,4736.8421052631575
4.0,Built-up  Area,Hormavu,Hormavu,4818.0,390.0,L,Ready,Unknown,39000000.0,8094.64508094645
3.0,Built-up  Area,Canara Bank Colony,Canara Bank Colony,1650.0,52.0,L,Ready,Unknown,5200000.0,3151.5151515151515
3.0,Super built-up  Area,Kogilu,Kogilu,1559.0,127.0,L,Under Construction,New,12700000.0,8146.247594611931
2.0,Built-up  Area,Hanumagiri,Hanumagiri,1100.0,38.0,L,Ready,Unknown,3800000.0,3454.5454545454545
3.0,Super built-up  Area,Benson Town,Benson Town,1750.0,150.0,L,Ready,Unknown,15000000.0,8571.42857142857
2.0,Super built-up  Area,Ramagondanahalli,Ramagondanahalli,1215.0,45.5,L,Under Construction,New,4550000.0,3744.855967078189
3.0,Super built-up  Area,Talaghattapura,Talaghattapura,1868.0,135.0,L,Under Construction,New,13500000.0,7226.980728051391
2.0,Built-up  Area,Electronic City,Electronic City,1130.0,32.63,L,Under Construction,New,3263000.0000000005,2887.610619469027
3.0,Super built-up  Area,Kanakpura Road,Kanakpura Road,1570.0,64.5,L,Ready,Unknown,6450000.0,4108.28025477707
3.0,Super built-up  Area,Sarjapur  Road,Sarjapur  Road,1691.0,98.0,L,Ready,Unknown,9800000.0,5795.38734476641
5.0,Built-up  Area,Ardendale,Ardendale,4355.0,350.0,L,Ready,Unknown,35000000.0,8036.739380022962
2.0,Super built-up  Area,Hulimavu,Hulimavu,1225.0,55.0,L,Under Construction,New,5500000.0,4489.7959183673465
3.0,Super built-up  Area,JP Nagar,JP Nagar,1690.0,112.0,L,Ready,Unknown,11200000.0,6627.218934911242
2.0,Super built-up  Area,Thigalarapalya,Thigalarapalya,1418.0,103.0,L,Ready,Unknown,10300000.0,7263.7517630465445
4.0,Super built-up  Area,Kasturi Nagar,Kasturi Nagar,1896.0,125.0,L,Ready,Unknown,12500000.0,6592.827004219409
1.0,Super built-up  Area,Sonnenahalli,Sonnenahalli,605.0,40.0,L,Under Construction,New,4000000.0,6611.570247933884
5.0,Plot  Area,Begur Road,Begur Road,800.0,95.0,L,Ready,Unknown,9500000.0,11875.0
2.0,Super built-up  Area,Electronic City Phase II,Electronic City Phase II,900.0,32.5,L,Ready,Unknown,3250000.0,3611.1111111111113
1.0,Plot  Area,Cholanayakanahalli,Cholanayakanahalli,750.0,50.0,L,Ready,Unknown,5000000.0,6666.666666666667
3.0,Plot  Area,Hoodi,Hoodi,780.0,62.0,L,Ready,Unknown,6200000.0,7948.717948717948
2.0,Super built-up  Area,Ananth Nagar,Ananth Nagar,908.0,26.0,L,Ready,Unknown,2600000.0,2863.4361233480176
4.0,Built-up  Area,Sarjapur  Road,Sarjapur  Road,3416.5,143.0,L,Under Construction,New,14300000.0,4185.570027806234
4.0,Super built-up  Area,Thanisandra,Thanisandra,3216.0,226.0,L,Ready,Unknown,22600000.0,7027.363184079602
5.0,Plot  Area,BEML Layout,BEML Layout,2400.0,225.0,L,Ready,Unknown,22500000.0,9375.0
2.0,Built-up  Area,Iblur Village,Iblur Village,1400.0,68.0,L,Ready,Unknown,6800000.0,4857.142857142857
2.0,Super built-up  Area,Kudlu,Kudlu,1092.0,44.0,L,Ready,Unknown,4400000.0,4029.3040293040294
2.0,Super built-up  Area,Hulimavu,Hulimavu,1255.0,74.0,L,Ready,Unknown,7400000.0,5896.414342629482
3.0,Built-up  Area,Electronic City,Electronic City,1500.0,100.0,L,Ready,Unknown,10000000.0,6666.666666666667
2.0,Super built-up  Area,Thanisandra,Thanisandra,1296.0,72.0,L,Under Construction,New,7200000.0,5555.555555555556
2.0,Super built-up  Area,Horamavu Banaswadi,Horamavu Banaswadi,925.0,38.0,L,Ready,Unknown,3800000.0,4108.108108108108
2.0,Built-up  Area,Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1023.0,42.0,L,Ready,Unknown,4200000.0,4105.571847507332
2.0,Built-up  Area,Seshadripuram,Seshadripuram,600.0,75.0,L,Ready,Unknown,7500000.0,12500.0
2.0,Super built-up  Area,Thanisandra,Thanisandra,1020.0,44.5,L,Under Construction,New,4450000.0,4362.745098039216
3.0,Super built-up  Area,Choodasandra,Choodasandra,1530.0,77.0,L,Under Construction,New,7700000.0,5032.679738562091
3.0,Super built-up  Area,Gubbalala,Gubbalala,1650.0,71.0,L,Ready,Unknown,7100000.0,4303.030303030303
3.0,Built-up  Area,Vijaya Bank Layout,Vijaya Bank Layout,1605.0,85.0,L,Ready,Unknown,8500000.0,5295.95015576324
2.0,Super built-up  Area,Hosakerehalli,Hosakerehalli,1925.0,50.0,L,Ready,Unknown,5000000.0,2597.4025974025976
2.0,Super built-up  Area,Kogilu,Kogilu,1190.0,50.66,L,Ready,Unknown,5066000.0,4257.142857142857
3.0,Super built-up  Area,Jakkur,Jakkur,1374.0,68.0,L,Ready,Unknown,6800000.0,4949.0538573508
2.0,Built-up  Area,6th Phase JP Nagar,6th Phase JP Nagar,1140.0,65.0,L,Ready,Unknown,6500000.0,5701.754385964912
3.0,Super built-up  Area,Green Glen Layout,Green Glen Layout,1725.0,130.0,L,Ready,Unknown,13000000.0,7536.231884057971
3.0,Super built-up  Area,Bisuvanahalli,Bisuvanahalli,1075.0,50.0,L,Ready,Unknown,5000000.0,4651.162790697675
3.0,Super built-up  Area,Kannamangala,Kannamangala,1574.0,93.34,L,Ready,Unknown,9334000.0,5930.114358322745
1.0,Built-up  Area,Sanjay nagar,Sanjay nagar,965.0,32.0,L,Ready,Unknown,3200000.0,3316.062176165803
3.0,Super built-up  Area,Marathahalli,Marathahalli,1550.0,83.0,L,Ready,Unknown,8300000.0,5354.8387096774195
2.0,Super built-up  Area,Akshayanagara West,Akshayanagara West,1205.0,60.0,L,Ready,Unknown,6000000.0,4979.253112033195
3.0,Super built-up  Area,Kambipura,Kambipura,1082.0,55.0,L,Ready,Unknown,5500000.0,5083.179297597043
3.0,Super built-up  Area,Uttarahalli,Uttarahalli,1215.0,52.85,L,Ready,Unknown,5285000.0,4349.794238683127
4.0,Super built-up  Area,Hebbal,Hebbal,2483.0,230.0,L,Ready,Unknown,23000000.0,9262.988320579943
2.0,Plot  Area,Prasanth Extension,Prasanth Extension,1200.0,46.14,L,Under Construction,New,4614000.0,3845.0
4.0,Plot  Area,1st Block Koramangala,1st Block Koramangala,2360.0,600.0,L,Under Construction,New,60000000.0,25423.728813559323
4.0,Super built-up  Area,Ardendale,Ardendale,3198.0,250.0,L,Ready,Unknown,25000000.0,7817.385866166354
3.0,Super built-up  Area,Kanakpura Road,Kanakpura Road,1452.0,60.98,L,Ready,Unknown,6098000.0,4199.724517906336
3.0,Super built-up  Area,Electronic City Phase II,Electronic City Phase II,1329.0,41.0,L,Under Construction,New,4100000.0,3085.0263355906695
2.0,Super built-up  Area,Doctors Layout,Doctors Layout,1125.0,44.0,L,Ready,Unknown,4400000.0,3911.1111111111113
2.0,Plot  Area,Anand nagar,Anand nagar,1200.0,70.0,L,Ready,Unknown,7000000.0,5833.333333333333
3.0,Built-up  Area,Sarjapur  Road,Sarjapur  Road,1350.0,39.97,L,Ready,Unknown,3997000.0,2960.740740740741
3.0,Super built-up  Area,Uttarahalli,Uttarahalli,1312.5,51.19,L,Ready,Unknown,5119000.0,3900.190476190476
3.0,Super built-up  Area,Hebbal,Hebbal,2600.0,195.0,L,Under Construction,New,19500000.0,7500.0
2.0,Plot  Area,West of Chord Road,West of Chord Road,1200.0,160.0,L,Ready,Unknown,16000000.0,13333.333333333334
3.0,Built-up  Area,Electronic City Phase II,Electronic City Phase II,1220.0,35.23,L,Under Construction,New,3522999.9999999995,2887.7049180327863
2.0,Super built-up  Area,Pai Layout,Pai Layout,1255.0,80.0,L,Ready,Unknown,8000000.0,6374.501992031873
3.0,Super built-up  Area,Keshava Nagar,Keshava Nagar,1904.0,155.0,L,Ready,Unknown,15500000.0,8140.756302521008
2.0,Super built-up  Area,Somasundara Palya,Somasundara Palya,1329.0,70.0,L,Ready,Unknown,7000000.0,5267.11813393529
2.0,Plot  Area,Chandapura,Chandapura,1200.0,60.0,L,Ready,Unknown,6000000.0,5000.0
3.0,Super built-up  Area,Murugeshpalya,Murugeshpalya,2135.0,160.0,L,Ready,Unknown,16000000.0,7494.145199063232
3.0,Super built-up  Area,Ramakrishnappa Layout,Ramakrishnappa Layout,2770.0,315.0,L,Ready,Unknown,31500000.0,11371.841155234657
1.0,Built-up  Area,"Hoodi Circle, ","Hoodi Circle, ",813.0,39.0,L,Under Construction,New,3900000.0,4797.047970479704
4.0,Plot  Area,Junnasandra,Junnasandra,3884.0,240.0,L,Ready,Unknown,24000000.0,6179.196704428425
3.0,Plot  Area,Doddaballapur,Doddaballapur,3876.0,300.0,L,Ready,Unknown,30000000.0,7739.938080495356
2.0,Super built-up  Area,Kalena Agrahara,Kalena Agrahara,800.0,30.0,L,Ready,Unknown,3000000.0,3750.0
4.0,Plot  Area,Handenahalli,Handenahalli,4750.0,120.0,L,Ready,Unknown,12000000.0,2526.315789473684
3.0,Super built-up  Area,Hormavu,Hormavu,1500.0,70.0,L,Ready,Unknown,7000000.0,4666.666666666667
3.0,Super built-up  Area,Bannerghatta Road,Bannerghatta Road,1880.0,95.0,L,Ready,Unknown,9500000.0,5053.191489361702
3.0,Super built-up  Area,Electronic City,Electronic City,1440.0,55.0,L,Ready,Unknown,5500000.0,3819.4444444444443
3.0,Super built-up  Area,Akshaya Nagar,Akshaya Nagar,1575.0,90.0,L,Ready,Unknown,9000000.0,5714.285714285715
3.0,Super built-up  Area,Banagiri Nagar,Banagiri Nagar,1630.0,97.78,L,Ready,Unknown,9778000.0,5998.773006134969
3.0,Super built-up  Area,Yelahanka,Yelahanka,1180.0,55.0,L,Ready,Unknown,5500000.0,4661.016949152542
2.0,Built-up  Area,Nagadevanahalli,Nagadevanahalli,1090.0,36.0,L,Ready,Unknown,3600000.0,3302.7522935779816
2.0,Super built-up  Area,NGR Layout,NGR Layout,1020.0,48.45,L,Ready,Unknown,4845000.0,4750.0
4.0,Built-up  Area,"Sarjapur Road, ","Sarjapur Road, ",2425.0,173.0,L,Ready,Unknown,17300000.0,7134.020618556701
2.0,Super built-up  Area,Varthur,Varthur,1097.0,33.82,L,Under Construction,New,3382000.0,3082.9535095715587
2.0,Super built-up  Area,Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1070.0,50.0,L,Ready,Unknown,5000000.0,4672.897196261682
2.0,Super built-up  Area,Kumaraswami Layout,Kumaraswami Layout,1000.0,58.0,L,Ready,Unknown,5800000.0,5800.0
8.0,Plot  Area,Hoodi,Hoodi,1120.0,150.0,L,Ready,Unknown,15000000.0,13392.857142857143
2.0,Super built-up  Area,manyata tech park,manyata tech park,1150.0,56.0,L,Under Construction,New,5600000.0,4869.565217391304
3.0,Built-up  Area,Frazer Town,Frazer Town,1900.0,145.0,L,Ready,Unknown,14500000.0,7631.578947368421
2.0,Super built-up  Area,Divya Unnathi Layout,Divya Unnathi Layout,1141.0,49.0,L,Ready,Unknown,4900000.0,4294.478527607362
2.0,Built-up  Area,Jigani,Jigani,937.0,44.0,L,Ready,Unknown,4400000.0,4695.837780149413
2.0,Built-up  Area,Green Glen Layout,Green Glen Layout,1075.0,60.0,L,Ready,Unknown,6000000.0,5581.395348837209
2.0,Super built-up  Area,Panathur,Panathur,1000.0,65.3,L,Under Construction,New,6530000.0,6530.0
3.0,Super built-up  Area,Kasavanhalli,Kasavanhalli,1450.0,77.41,L,Ready,Unknown,7741000.0,5338.620689655172
5.0,Plot  Area,Yelachenahalli,Yelachenahalli,897.0,85.0,L,Ready,Unknown,8500000.0,9476.03121516165
2.0,Super built-up  Area,Ashwathnagar,Ashwathnagar,936.0,43.0,L,Ready,Unknown,4300000.0,4594.017094017094
2.0,Built-up  Area,Gopalkrishna Nagar,Gopalkrishna Nagar,1280.0,75.0,L,Ready,Unknown,7500000.0,5859.375
2.0,Super built-up  Area,Babusapalaya,Babusapalaya,1050.0,45.0,L,Ready,Unknown,4500000.0,4285.714285714285
2.0,Super built-up  Area,Marathahalli,Marathahalli,1350.0,86.0,L,Ready,Unknown,8600000.0,6370.37037037037
2.0,Super built-up  Area,Mallasandra,Mallasandra,1325.0,70.0,L,Ready,Unknown,7000000.0,5283.018867924528
2.0,Super built-up  Area,Devanahalli,Devanahalli,1174.0,59.0,L,Under Construction,New,5900000.0,5025.553662691653
3.0,Super built-up  Area,Hosur Road,Hosur Road,1890.0,162.0,L,Ready,Unknown,16200000.0,8571.42857142857
1.0,Super built-up  Area,Wilson Garden,Wilson Garden,735.0,75.0,L,Ready,Unknown,7500000.0,10204.081632653062
1.0,Built-up  Area,Sarvabhouma Nagar,Sarvabhouma Nagar,500.0,24.0,L,Ready,Unknown,2400000.0,4800.0
3.0,Super built-up  Area,Gottigere,Gottigere,1304.0,80.0,L,Ready,Unknown,8000000.0,6134.9693251533745
3.0,Built-up  Area,Yelahanka,Yelahanka,1653.0,120.0,L,Ready,Unknown,12000000.0,7259.528130671506
3.0,Super built-up  Area,Bisuvanahalli,Bisuvanahalli,1075.0,52.0,L,Ready,Unknown,5200000.0,4837.209302325581
2.0,Super built-up  Area,7th Phase JP Nagar,7th Phase JP Nagar,1212.0,42.0,L,Ready,Unknown,4200000.0,3465.3465346534654
2.0,Built-up  Area,Hoysalanagar,Hoysalanagar,1100.0,50.0,L,Ready,Unknown,5000000.0,4545.454545454545
4.0,Super built-up  Area,Rajaji Nagar,Rajaji Nagar,3436.0,500.0,L,Ready,Unknown,50000000.0,14551.804423748545
3.0,Plot  Area,SMV layout,SMV layout,1200.0,145.0,L,Ready,Unknown,14500000.0,12083.333333333334
